ID;Date;Date (Unix);Volume ETH;Volume USD;Volume USD Untracked;Feed USD;TX Count;TVL USD
18981;12/19/2021, 4:00:00 PM;1639958400;0.0;0.0;0.0;0.0;5;0.0
18982;12/20/2021, 4:00:00 PM;1640044800;1.7327164229118935;6931.678345450813748534;0.0;19.833501899931290151;197;19.833501899931290151
18983;12/21/2021, 4:00:00 PM;1640131200;102.986512802148810764;412332.109365856337527036;0.0;989.924362973716706672;2,973;989.924362973716706672
18984;12/22/2021, 4:00:00 PM;1640217600;4518.747379330040762797;18165613.360739501567559485;0.0;18142.931045528578799058;46,534;18142.931045528578799058
18985;12/23/2021, 4:00:00 PM;1640304000;7396.256773771937317212;30211866.542811287064776925;0.0;24735.903307887461177237;92,889;24735.903307887461177237
18986;12/24/2021, 4:00:00 PM;1640390400;8143.704338074498404218;33136279.338813794502497407;0.0;24452.580280241406540643;140,171;24452.580280241406540643
18987;12/25/2021, 4:00:00 PM;1640476800;14959.080801775602132598;60681471.606269308374482447;0.0;42344.162748819768104895;198,455;42344.162748819768104895
18988;12/26/2021, 4:00:00 PM;1640563200;12356.043141297083555838;50376870.136287252508553646;0.0;38564.298400665277425128;274,252;38564.298400665277425128
18989;12/27/2021, 4:00:00 PM;1640649600;18952.247575619647494169;73699006.103594546904042053;0.0;56052.758570889353408046;349,804;56052.758570889353408046
18990;12/28/2021, 4:00:00 PM;1640736000;17811.809206876117224615;67038073.34114616780657265;0.0;57423.142264562883678507;421,987;57423.142264562883678507
18991;12/29/2021, 4:00:00 PM;1640822400;15796.826127653104910723;58466889.995207859330768077;0.0;48184.540370066499403224;486,277;48184.540370066499403224
18992;12/30/2021, 4:00:00 PM;1640908800;16477.673917203137650748;61527063.819155959529405999;0.0;63977.599549637095387259;539,212;63977.599549637095387259
18993;12/31/2021, 4:00:00 PM;1640995200;12124.03314478784273886;45193409.839274059453487504;0.0;48751.825011267263692718;581,941;48751.825011267263692718
18994;1/1/2022, 4:00:00 PM;1641081600;10775.343198660220657427;40627972.551305303692710214;0.0;37827.877333277516437307;626,011;37827.877333277516437307
18995;1/2/2022, 4:00:00 PM;1641168000;13395.804982316866802857;50670159.258271478604041359;0.0;51208.477857805938323803;671,646;51208.477857805938323803
18996;1/3/2022, 4:00:00 PM;1641254400;13123.18402380885567904;49717812.814209229860505966;0.0;56568.177315866179525853;702,213;56568.177315866179525853
18997;1/4/2022, 4:00:00 PM;1641340800;16125.942489115114237153;59780539.51312652451773057;0.0;68444.160083752495348466;728,106;68444.160083752495348466
18998;1/5/2022, 4:00:00 PM;1641427200;18341.96878115210724576;62685504.630693254682411867;0.0;66357.669022212692987583;758,928;66357.669022212692987583
18999;1/6/2022, 4:00:00 PM;1641513600;20099.166511750460558573;64760780.591432391878222776;0.0;63799.834870370673637133;790,583;63799.834870370673637133
19000;1/7/2022, 4:00:00 PM;1641600000;19629.479326151827029576;61450387.671393926489178431;0.0;55474.100181836102692365;827,892;55474.100181836102692365
19001;1/8/2022, 4:00:00 PM;1641686400;16916.276276219582605328;53078329.063032839888809291;0.0;51461.516829574819936899;871,907;51461.516829574819936899
19002;1/9/2022, 4:00:00 PM;1641772800;25617.630236499536151023;78699806.718488474990667655;0.0;77719.904834558845871669;928,103;77719.904834558845871669
19003;1/10/2022, 4:00:00 PM;1641859200;24839.925648027491018956;78255614.992028717272126211;0.0;77350.227012216152779934;987,255;77350.227012216152779934
19004;1/11/2022, 4:00:00 PM;1641945600;21032.542111535046607677;69630382.774915021033773886;0.0;80909.536664485977154496;1,038,912;80909.536664485977154496
19005;1/12/2022, 4:00:00 PM;1642032000;21790.279499641918967051;72347173.190094809705889618;0.0;77443.945890205047323357;1,094,908;77443.945890205047323357
19006;1/13/2022, 4:00:00 PM;1642118400;18869.483838072614646444;61660128.35575673967591984;0.0;60781.761248498382439061;1,142,076;60781.761248498382439061
19007;1/14/2022, 4:00:00 PM;1642204800;14930.10075067020398715;49633343.881448589462088026;0.0;49040.369727560727316573;1,181,747;49040.369727560727316573
19008;1/15/2022, 4:00:00 PM;1642291200;13802.289588699111134151;45969022.876864038408921924;0.0;41842.528546905654625009;1,224,294;41842.528546905654625009
19009;1/16/2022, 4:00:00 PM;1642377600;21653.082558911252457728;70626941.776789762872616526;0.0;79650.326251279054192038;1,277,114;79650.326251279054192038
19010;1/17/2022, 4:00:00 PM;1642464000;18368.754192667002842968;57976717.231500206364904829;0.0;58087.522931246116536622;1,314,793;58087.522931246116536622
19011;1/18/2022, 4:00:00 PM;1642550400;15299.238292451874766237;47663203.039640955314158199;0.0;45858.646642429321380384;1,349,652;45858.646642429321380384
19012;1/19/2022, 4:00:00 PM;1642636800;18583.375571652862922538;58441922.889247811278938353;0.0;56603.08751914974002717;1,391,035;56603.08751914974002717
19013;1/20/2022, 4:00:00 PM;1642723200;40399.961108313376360347;112555691.354715978537043912;0.0;121551.645913696579452138;1,449,442;121551.645913696579452138
19014;1/21/2022, 4:00:00 PM;1642809600;40217.362581858411196994;98426142.42220608042321541;0.0;116400.818189333032136312;1,518,492;116400.818189333032136312
19015;1/22/2022, 4:00:00 PM;1642896000;30167.48427024305054202;74034065.664105206440248205;0.0;82304.10653204893962002;1,576,423;82304.10653204893962002
19016;1/23/2022, 4:00:00 PM;1642982400;42326.779497353373160495;98620690.399245317443704096;0.0;107529.415681086277466255;1,644,879;107529.415681086277466255
19017;1/24/2022, 4:00:00 PM;1643068800;34767.005327172102314585;84507069.534638103491039448;0.0;95676.056990540682511166;1,707,805;95676.056990540682511166
19018;1/25/2022, 4:00:00 PM;1643155200;49439.021428109054420663;125515052.331468366587643853;0.0;135741.487735537718529564;1,785,625;135741.487735537718529564
19019;1/26/2022, 4:00:00 PM;1643241600;40855.671405256428465772;98949366.195201700922048209;0.0;119713.714433169880489692;1,865,865;119713.714433169880489692
19020;1/27/2022, 4:00:00 PM;1643328000;40784.555881360263585674;99372450.227702328128270123;0.0;117064.964320552715448794;1,943,487;117064.964320552715448794
19021;1/28/2022, 4:00:00 PM;1643414400;25358.038387445876403721;65009987.281124658002065022;0.0;65387.443412125543471342;1,999,256;65387.443412125543471342
19022;1/29/2022, 4:00:00 PM;1643500800;19713.893066613369892276;51153110.464886953303861519;0.0;54841.567843660878811306;2,051,240;54841.567843660878811306
19023;1/30/2022, 4:00:00 PM;1643587200;23321.724044138377843162;60376512.476880895776034057;0.0;60948.616775541594318351;2,104,381;60948.616775541594318351
19024;1/31/2022, 4:00:00 PM;1643673600;25895.266048864591323885;71318176.091260215948414873;0.0;64823.123064796692582306;2,160,810;64823.123064796692582306
19025;2/1/2022, 4:00:00 PM;1643760000;24125.045387076244730961;65530960.662531014198261057;0.0;56048.829979060828153433;2,219,595;56048.829979060828153433
19026;2/2/2022, 4:00:00 PM;1643846400;23843.466179693268326849;62900873.580102296573010567;0.0;52419.917100857970866878;2,276,757;52419.917100857970866878
19027;2/3/2022, 4:00:00 PM;1643932800;26986.155049235907334809;76665787.501231150959834324;0.0;60165.645374286706039164;2,336,279;60165.645374286706039164
19028;2/4/2022, 4:00:00 PM;1644019200;21296.262150147935774944;64030718.422437707462606628;0.0;56707.528200039906658658;2,392,108;56707.528200039906658658
19029;2/5/2022, 4:00:00 PM;1644105600;18993.792203804134716438;57090070.987800891010909712;0.0;52474.272634677860507667;2,443,431;52474.272634677860507667
19030;2/6/2022, 4:00:00 PM;1644192000;38127.082017069837316893;118523556.046778994582330632;0.0;105502.257416055238594653;2,523,520;105502.257416055238594653
19031;2/7/2022, 4:00:00 PM;1644278400;37710.594600817919678492;117852446.868749829712114783;0.0;109236.32752116752165758;2,599,188;109236.32752116752165758
19032;2/8/2022, 4:00:00 PM;1644364800;27618.659729649838355207;87581386.996959543448267298;0.0;73268.007252818722495641;2,660,411;73268.007252818722495641
19033;2/9/2022, 4:00:00 PM;1644451200;38349.817667905895279123;122114492.882535363025343153;0.0;110240.937923193691038707;2,736,552;110240.937923193691038707
19034;2/10/2022, 4:00:00 PM;1644537600;36856.956627520879562214;111647279.497751508468049299;0.0;103657.726138416615358544;2,819,315;103657.726138416615358544
19035;2/11/2022, 4:00:00 PM;1644624000;26266.211549765033115993;76691996.337996936076102257;0.0;73375.719826538811165968;2,888,755;73375.719826538811165968
19036;2/12/2022, 4:00:00 PM;1644710400;18837.495364889784829579;54676795.726571797334628051;0.0;43467.19120620735736719;2,939,668;43467.19120620735736719
19037;2/13/2022, 4:00:00 PM;1644796800;27662.247989481140351652;80092284.824670756773653428;0.0;77342.553651986577996297;3,007,081;77342.553651986577996297
19038;2/14/2022, 4:00:00 PM;1644883200;25967.602138526743708078;79979086.987557809716760777;0.0;68258.440801203078249828;3,071,299;68258.440801203078249828
19039;2/15/2022, 4:00:00 PM;1644969600;28406.219020586067052011;88804371.440086289497299205;0.0;75391.736672261769846877;3,135,732;75391.736672261769846877
19040;2/16/2022, 4:00:00 PM;1645056000;33771.742316031468444741;101322857.893185592973087058;0.0;85748.920155553612831403;3,201,636;85748.920155553612831403
19041;2/17/2022, 4:00:00 PM;1645142400;33342.252326487386696717;94566727.587713811025869418;0.0;72242.561403887162839951;3,260,599;72242.561403887162839951
19042;2/18/2022, 4:00:00 PM;1645228800;20877.393982842661476652;57746363.742023017314024911;0.0;44244.220076870239442664;3,311,051;44244.220076870239442664
19043;2/19/2022, 4:00:00 PM;1645315200;27820.562793491005132952;73712886.83389600347120594;0.0;53430.293991150730271807;3,367,919;53430.293991150730271807
19044;2/20/2022, 4:00:00 PM;1645401600;45985.493987110633704895;122486972.174767111563649543;0.0;90683.001979675369652796;3,442,412;90683.001979675369652796
19045;2/21/2022, 4:00:00 PM;1645488000;38960.778459941990100488;100405711.849179314137947052;0.0;72043.720845082270317154;3,509,355;72043.720845082270317154
19046;2/22/2022, 4:00:00 PM;1645574400;34848.591878068772295483;93098714.395430269124557095;0.0;69891.728523141815280151;3,570,963;69891.728523141815280151
19047;2/23/2022, 4:00:00 PM;1645660800;61665.500100098297982664;151286727.085886191194535134;0.0;110688.057829347047501394;3,653,906;110688.057829347047501394
19048;2/24/2022, 4:00:00 PM;1645747200;39697.568706522125365678;105931206.980843527018392036;0.0;73856.860801499120287932;3,718,999;73856.860801499120287932
19049;2/25/2022, 4:00:00 PM;1645833600;22344.587679056176393746;62309580.017947003093745136;0.0;42892.279751339887039756;3,761,524;42892.279751339887039756
19050;2/26/2022, 4:00:00 PM;1645920000;31218.455480492435751375;84529079.743002686788262804;0.0;60324.644570201335935511;3,816,695;60324.644570201335935511
19051;2/27/2022, 4:00:00 PM;1646006400;39762.623438537315248952;108073194.125322498086217041;0.0;76923.571374312755198234;3,883,980;76923.571374312755198234
19052;2/28/2022, 4:00:00 PM;1646092800;35142.891729279613448261;103319879.995907271438564026;0.0;78454.419454925132629633;3,955,609;78454.419454925132629633
19053;3/1/2022, 4:00:00 PM;1646179200;36675.699998534639331643;109019660.578182607445861888;0.0;82609.882953243279304149;4,027,147;82609.882953243279304149
19054;3/2/2022, 4:00:00 PM;1646265600;25662.118397371815330111;73806231.531159763004392072;0.0;55422.836109693778426695;4,079,038;55422.836109693778426695
19055;3/3/2022, 4:00:00 PM;1646352000;29985.406200212839890585;80891412.340928380643949956;0.0;63263.207292276914338273;4,139,036;63263.207292276914338273
19056;3/4/2022, 4:00:00 PM;1646438400;17004.128993040012593385;44915209.006567940906199582;0.0;35276.346961216603795911;4,178,373;35276.346961216603795911
19057;3/5/2022, 4:00:00 PM;1646524800;21880.157709614985901368;57411246.808484968320493494;0.0;42654.679935072331856489;4,225,499;42654.679935072331856489
19058;3/6/2022, 4:00:00 PM;1646611200;32286.36293084177734769;82057283.692125049104192781;0.0;61513.503837165433086526;4,290,368;61513.503837165433086526
19059;3/7/2022, 4:00:00 PM;1646697600;32614.097456914632503691;83497079.52097741689510219;0.0;60392.802381060270551001;4,349,745;60392.802381060270551001
19060;3/8/2022, 4:00:00 PM;1646784000;27334.691122564153331882;74009753.333266953738706946;0.0;55205.861256036512586164;4,406,784;55205.861256036512586164
19061;3/9/2022, 4:00:00 PM;1646870400;25968.395317196628240951;68038545.34366137647649143;0.0;48790.493794937600308816;4,450,036;48790.493794937600308816
19062;3/10/2022, 4:00:00 PM;1646956800;26238.092022146689378636;67890265.395156991269423909;0.0;47477.975052951248314457;4,490,556;47477.975052951248314457
19063;3/11/2022, 4:00:00 PM;1647043200;11453.152049183988780648;29592371.668052096431043554;0.0;21702.758008029560386062;4,517,531;21702.758008029560386062
19064;3/12/2022, 4:00:00 PM;1647129600;16959.654152183295877943;43507946.145712005906673713;0.0;31533.380388836824861745;4,549,940;31533.380388836824861745
19065;3/13/2022, 5:00:00 PM;1647216000;22488.991254085730771245;57589277.937183695858206803;0.0;42449.20115698275916892;4,596,961;42449.20115698275916892
19066;3/14/2022, 5:00:00 PM;1647302400;21899.410388381378760517;56452293.909330910296715056;0.0;43639.247824882528058051;4,641,786;43639.247824882528058051
19067;3/15/2022, 5:00:00 PM;1647388800;36157.238053977398488393;97151127.972728929013848234;0.0;76500.451500497004631401;4,704,840;76500.451500497004631401
19068;3/16/2022, 5:00:00 PM;1647475200;17965.078974617539408779;50082290.68738351294659199;0.0;38817.977847187820915748;4,748,068;38817.977847187820915748
19069;3/17/2022, 5:00:00 PM;1647561600;18807.918974046142587632;53698816.964752413058693985;0.0;44984.953173752014158909;4,795,749;44984.953173752014158909
19070;3/18/2022, 5:00:00 PM;1647648000;14807.416030404639170388;43658777.215681637301766681;0.0;36872.6164255042411323;4,839,375;36872.6164255042411323
19071;3/19/2022, 5:00:00 PM;1647734400;16335.174431760885935672;47254077.086663294189047992;0.0;35603.858654384454467491;4,883,568;35603.858654384454467491
19072;3/20/2022, 5:00:00 PM;1647820800;18358.21766246790375517;53224398.278504276168091009;0.0;53341.745938031839373309;4,935,066;53341.745938031839373309
19073;3/21/2022, 5:00:00 PM;1647907200;19816.746730895824276801;59265159.877693001435211185;0.0;50154.552352006717519645;4,986,958;50154.552352006717519645
19074;3/22/2022, 5:00:00 PM;1647993600;18446.418950536595901745;54911242.9440678271502667;0.0;54710.496459050893161429;5,033,572;54710.496459050893161429
19075;3/23/2022, 5:00:00 PM;1648080000;24461.855914750808804169;74930344.811025627286320429;0.0;63176.236020509016200878;5,091,540;63176.236020509016200878
19076;3/24/2022, 5:00:00 PM;1648166400;22207.759681086287500843;69537088.019591088107825675;0.0;60854.784160916202782564;5,146,300;60854.784160916202782564
19077;3/25/2022, 5:00:00 PM;1648252800;11560.658622518927913203;36078714.021029121231828825;0.0;35964.308809737214537682;5,183,357;35964.308809737214537682
19078;3/26/2022, 5:00:00 PM;1648339200;15589.059998788377084346;49766497.684321246970122709;0.0;47446.302038595824863558;5,227,362;47446.302038595824863558
19079;3/27/2022, 5:00:00 PM;1648425600;22426.386134824773253622;75215446.643581062220099076;0.0;60457.047849825729683944;5,288,552;60457.047849825729683944
19080;3/28/2022, 5:00:00 PM;1648512000;23241.461510303111410589;79245461.767550967054686555;0.0;65451.032046490523534446;5,355,707;65451.032046490523534446
19081;3/29/2022, 5:00:00 PM;1648598400;22621.271792010358519504;76628572.548626154572452027;0.0;64209.187659433326177129;5,420,823;64209.187659433326177129
19082;3/30/2022, 5:00:00 PM;1648684800;28736.61718294775658509;96493194.04423056501071388;0.0;91343.706748183511921885;5,491,765;91343.706748183511921885
19083;3/31/2022, 5:00:00 PM;1648771200;26780.502451188385726993;89544151.989027594199310142;0.0;85543.57589443612294391;5,563,331;85543.57589443612294391
19084;4/1/2022, 5:00:00 PM;1648857600;23898.985566971821728387;83092773.398332442009607352;0.0;80325.52088174202716039;5,629,151;80325.52088174202716039
19085;4/2/2022, 5:00:00 PM;1648944000;17734.136386797608987621;61915655.569528882578523406;0.0;58540.510247074522016491;5,681,776;58540.510247074522016491
19086;4/3/2022, 5:00:00 PM;1649030400;20661.025286899545240243;71860744.203369315369330052;0.0;60443.022621754554071891;5,739,851;60443.022621754554071891
19087;4/4/2022, 5:00:00 PM;1649116800;17160.141776464745550958;59694748.274426750783954833;0.0;52400.983103190086061289;5,796,053;52400.983103190086061289
19088;4/5/2022, 5:00:00 PM;1649203200;34103.357300092194956963;111471699.007996272977245286;0.0;86818.637243794918322692;5,874,414;86818.637243794918322692
19089;4/6/2022, 5:00:00 PM;1649289600;23835.255784930269699253;76424091.779805902854567606;0.0;60401.347998214404527472;5,940,821;60401.347998214404527472
19090;4/7/2022, 5:00:00 PM;1649376000;23216.603658698115844956;75484018.766152429275318473;0.0;62061.203202844976586951;6,003,367;62061.203202844976586951
19091;4/8/2022, 5:00:00 PM;1649462400;13242.465052067606722143;42590732.348577935812879219;0.0;35905.033571907334807014;6,046,262;35905.033571907334807014
19092;4/9/2022, 5:00:00 PM;1649548800;12128.321517197813851413;39492991.589070100206877156;0.0;35072.741422878155761352;6,088,899;35072.741422878155761352
19093;4/10/2022, 5:00:00 PM;1649635200;31151.858797960004492557;95511510.075693233483598875;0.0;76153.247109767172549357;6,164,026;76153.247109767172549357
19094;4/11/2022, 5:00:00 PM;1649721600;30346.722868400610256;91655860.560842185288092308;0.0;74753.021725339216773577;6,237,138;74753.021725339216773577
19095;4/12/2022, 5:00:00 PM;1649808000;21410.102940194455238548;65606231.4036549233981556;0.0;54074.046757613055376825;6,296,633;54074.046757613055376825
19096;4/13/2022, 5:00:00 PM;1649894400;19219.377971822613856771;58869392.168325041298938416;0.0;47130.556676933841816699;6,349,376;47130.556676933841816699
19097;4/14/2022, 5:00:00 PM;1649980800;13109.244903051399877734;39703701.665944798686385618;0.0;38570.81193843002446594;6,397,258;38570.81193843002446594
19098;4/15/2022, 5:00:00 PM;1650067200;10130.210604019183496082;30774857.797537662865168306;0.0;26849.985617500902665198;6,438,664;26849.985617500902665198
19099;4/16/2022, 5:00:00 PM;1650153600;13022.152052949736674078;39647563.846501444586920528;0.0;34848.668279409749786613;6,487,210;34848.668279409749786613
19100;4/17/2022, 5:00:00 PM;1650240000;26717.730707386278733402;79013100.23009037916454841;0.0;63982.060843260277595074;6,554,677;63982.060843260277595074
19101;4/18/2022, 5:00:00 PM;1650326400;19882.564122272551091914;61165536.63357632621992639;0.0;48372.7463591752032603;6,609,491;48372.7463591752032603
19102;4/19/2022, 5:00:00 PM;1650412800;23205.585506440400282537;71790951.424476053942407227;0.0;59930.931282833660540399;6,672,026;59930.931282833660540399
19103;4/20/2022, 5:00:00 PM;1650499200;24037.123510754298244856;74035565.030431104052690228;0.0;63809.523662007367577923;6,740,331;63809.523662007367577923
19104;4/21/2022, 5:00:00 PM;1650585600;33924.018684642947858389;101362845.370689888590086965;0.0;75106.492963358253340331;6,822,563;75106.492963358253340331
19105;4/22/2022, 5:00:00 PM;1650672000;13735.015679532447449668;40617218.9465973494799469;0.0;35174.385812829665383362;6,874,577;35174.385812829665383362
19106;4/23/2022, 5:00:00 PM;1650758400;14553.468384582313789717;42805369.778501646737334081;0.0;35870.776047070511069157;6,923,489;35870.776047070511069157
19107;4/24/2022, 5:00:00 PM;1650844800;27170.230436921874427265;78391711.740267336850386163;0.0;59249.62902572186657446;6,992,951;59249.62902572186657446
19108;4/25/2022, 5:00:00 PM;1650931200;27280.391923152513484805;79179200.684770298025133073;0.0;60159.515799637961706361;7,063,879;60159.515799637961706361
19109;4/26/2022, 5:00:00 PM;1651017600;26497.39571997507486781;75920740.148728868496237947;0.0;55739.008571693577472054;7,131,389;55739.008571693577472054
19110;4/27/2022, 5:00:00 PM;1651104000;32971.905604903183248635;96299761.391678476714992097;0.0;74103.697193810090989024;7,207,452;74103.697193810090989024
19111;4/28/2022, 5:00:00 PM;1651190400;31399.964058708085571017;89792797.900930973665561713;0.0;65952.22132418179097696;7,288,523;65952.22132418179097696
19112;4/29/2022, 5:00:00 PM;1651276800;26848.505686168479715431;75135867.926328346405450097;0.0;55987.81850444423861871;7,372,195;55987.81850444423861871
19113;4/30/2022, 5:00:00 PM;1651363200;34570.603392247349983875;96121593.061441811957656908;0.0;72820.244145158936666938;7,465,744;72820.244145158936666938
19114;5/1/2022, 5:00:00 PM;1651449600;32209.465987667430789875;91031755.651164798119677216;0.0;78193.780041911319101795;7,557,455;78193.780041911319101795
19115;5/2/2022, 5:00:00 PM;1651536000;23716.940334826521799956;66855364.830772328840401955;0.0;54990.747204911360541716;7,626,809;54990.747204911360541716
